RIF,INH,PZA,EMB,STR,CIP,CAP,AMK,MO-1I,OFL-1,KAN
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
-1,-1,-1,-1,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,?,?,-1,-1,?,?,?,?,?
?,?,-1,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,-1,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,-1,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,-1,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,-1,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,-1,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
-1,?,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,-1,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
-1,-1,?,-1,-1,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,-1,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,?,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,?,?,-1,?,?
-1,-1,?,-1,-1,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
-1,-1,?,-1,-1,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,?,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,-1,-1,-1,-1,-1
?,-1,?,?,?,-1,?,?,-1,?,?
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
?,?,?,?,?,-1,-1,-1,-1,-1,-1
